C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2849.jpg,dataset3\2849.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4171.jpg,dataset3\4171.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\62.jpg,dataset3\62.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2537.jpg,dataset3\2537.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5729.jpg,dataset3\5729.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8257.jpg,dataset3\8257.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1915.jpg,dataset3\1915.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3862.jpg,dataset3\3862.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5213.jpg,dataset3\5213.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1441.jpg,dataset3\1441.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6681.jpg,dataset3\6681.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5894.jpg,dataset3\5894.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8878.jpg,dataset3\8878.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3907.jpg,dataset3\3907.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3380.jpg,dataset3\3380.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6219.jpg,dataset3\6219.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7149.jpg,dataset3\7149.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7703.jpg,dataset3\7703.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6102.jpg,dataset3\6102.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8104.jpg,dataset3\8104.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2165.jpg,dataset3\2165.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2047.jpg,dataset3\2047.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5672.jpg,dataset3\5672.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5303.jpg,dataset3\5303.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7476.jpg,dataset3\7476.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5523.jpg,dataset3\5523.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\889.jpg,dataset3\889.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1884.jpg,dataset3\1884.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7058.jpg,dataset3\7058.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2858.jpg,dataset3\2858.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1516.jpg,dataset3\1516.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6544.jpg,dataset3\6544.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5286.jpg,dataset3\5286.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5992.jpg,dataset3\5992.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7192.jpg,dataset3\7192.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9479.jpg,dataset3\9479.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6357.jpg,dataset3\6357.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5207.jpg,dataset3\5207.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9955.jpg,dataset3\9955.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3445.jpg,dataset3\3445.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9402.jpg,dataset3\9402.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\75.jpg,dataset3\75.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8769.jpg,dataset3\8769.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8932.jpg,dataset3\8932.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\440.jpg,dataset3\440.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9904.jpg,dataset3\9904.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5822.jpg,dataset3\5822.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8297.jpg,dataset3\8297.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1917.jpg,dataset3\1917.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4511.jpg,dataset3\4511.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6436.jpg,dataset3\6436.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8472.jpg,dataset3\8472.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2359.jpg,dataset3\2359.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1019.jpg,dataset3\1019.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1170.jpg,dataset3\1170.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\788.jpg,dataset3\788.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8819.jpg,dataset3\8819.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9626.jpg,dataset3\9626.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1714.jpg,dataset3\1714.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3647.jpg,dataset3\3647.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1171.jpg,dataset3\1171.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9540.jpg,dataset3\9540.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4107.jpg,dataset3\4107.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4504.jpg,dataset3\4504.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1237.jpg,dataset3\1237.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4085.jpg,dataset3\4085.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3508.jpg,dataset3\3508.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1129.jpg,dataset3\1129.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\284.jpg,dataset3\284.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7393.jpg,dataset3\7393.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3976.jpg,dataset3\3976.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\375.jpg,dataset3\375.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5408.jpg,dataset3\5408.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2611.jpg,dataset3\2611.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\119.jpg,dataset3\119.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\2364.jpg,dataset3\2364.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9384.jpg,dataset3\9384.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8298.jpg,dataset3\8298.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\9090.jpg,dataset3\9090.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4095.jpg,dataset3\4095.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4183.jpg,dataset3\4183.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7005.jpg,dataset3\7005.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3687.jpg,dataset3\3687.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\514.jpg,dataset3\514.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3910.jpg,dataset3\3910.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1846.jpg,dataset3\1846.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5591.jpg,dataset3\5591.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8422.jpg,dataset3\8422.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8855.jpg,dataset3\8855.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\8491.jpg,dataset3\8491.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\5272.jpg,dataset3\5272.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\7101.jpg,dataset3\7101.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\4577.jpg,dataset3\4577.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\906.jpg,dataset3\906.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\1490.jpg,dataset3\1490.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\3794.jpg,dataset3\3794.jpg,cat
C:\Users\RobotComp.ru\Desktop\Lab\dataset3\6217.jpg,dataset3\6217.jpg,cat
